id,Category,Ambiguity,Cas_No,CAS,Chemical_Formula,Molar_Mass,Chemical_Name,IUPAC_name,Alt_Chem_Name,Acronym,Alt_Acronym,INCHIKEY,DTXSID,DTXCID,SMILES,SMILES_CAN,INCHI_STRING,Note
chem0771,PBDE,NA,147217-77-4,147217774,C12H7Br3O,406.899,"2,3',4-tribromodiphenyl ether","2,4-Dibromo-1-(3-bromophenoxy)benzene",NA,BDE 25,"2,3',4-triBDE",AURKEOPYVUYTLO-UHFFFAOYSA-N,DTXSID10577713,DTXCID501012116,BrC1=CC(Br)=C(OC2=CC(Br)=CC=C2)C=C1,Brc1ccc(c(c1)Br)Oc1cccc(c1)Br,InChI=1S/C12H7Br3O/c13-8-2-1-3-10(6-8)16-12-5-4-9(14)7-11(12)15/h1-7H,NA
chem0772,PBDE,NA,147217-78-5,147217785,C12H7Br3O,406.899,"2',3,4-tribromodiphenyl ether","1,2-Dibromo-4-(2-bromophenoxy)benzene","2,3',4'-tribromodiphenyl ether",BDE 33,"2,3',4'-triBDE",BUQBQEYUVAKJQK-UHFFFAOYSA-N,DTXSID5024348,DTXCID404348,BrC1=CC=C(OC2=C(Br)C=CC=C2)C=C1Br,Brc1cc(ccc1Br)Oc1ccccc1Br,InChI=1S/C12H7Br3O/c13-9-6-5-8(7-11(9)15)16-12-4-2-1-3-10(12)14/h1-7H,NA
chem0773,PBDE,NA,147217-79-6,147217796,C12H7Br3O,406.899,"3,3',5-tribromodiphenyl ether","1,3-Dibromo-5-(3-bromophenoxy)benzene",NA,BDE 36,"3,3',5-triBDE",XUKPJLVONRTECE-UHFFFAOYSA-N,DTXSID00583560,DTXCID50534325,BrC1=CC=CC(OC2=CC(Br)=CC(Br)=C2)=C1,Brc1cccc(c1)Oc1cc(Br)cc(c1)Br,InChI=1S/C12H7Br3O/c13-8-2-1-3-11(5-8)16-12-6-9(14)4-10(15)7-12/h1-7H,NA
chem0774,PCN,NA,149864-78-8,149864788,C10H4Cl4,265.94,"1,2,3,6-Tetrachloronaphthalene","1,2,3,6-Tetrachloronaphthalene",NA,PCN 29,"1,2,3,6-tetraCN",ZVORWIZONZUEEI-UHFFFAOYSA-N,DTXSID00335268,DTXCID50286357,ClC1=CC2=CC(Cl)=C(Cl)C(Cl)=C2C=C1,Clc1ccc2c(c1)cc(c(c2Cl)Cl)Cl,InChI=1S/C10H4Cl4/c11-6-1-2-7-5(3-6)4-8(12)10(14)9(7)13/h1-4H,NA
chem0775,PCN,NA,149864-79-9,149864799,C10H4Cl4,265.94,"1,2,6,7-Tetrachloronaphthalene","1,2,6,7-Tetrachloronaphthalene",NA,PCN 39,"1,2,6,7-tetraCN",AXLIBZIJTKPCHR-UHFFFAOYSA-N,DTXSID00164419,DTXCID1086910,ClC1=C(Cl)C=C2C(Cl)=C(Cl)C=CC2=C1,Clc1cc2c(cc1Cl)ccc(c2Cl)Cl,InChI=1S/C10H4Cl4/c11-7-2-1-5-3-8(12)9(13)4-6(5)10(7)14/h1-4H,NA
chem0776,PCN,NA,149864-80-2,149864802,C10H4Cl4,265.94,"1,2,5,8-Tetrachloronaphthalene","1,2,5,8-Tetrachloronaphthalene",NA,PCN 38,"1,2,5,8-TetraCN",DLTBLLHAQLBHDR-UHFFFAOYSA-N,DTXSID60872760,DTXCID90820350,ClC1=CC=C(Cl)C2=C1C=CC(Cl)=C2Cl,Clc1ccc2c(c1Cl)c(Cl)ccc2Cl,InChI=1S/C10H4Cl4/c11-6-3-4-7(12)9-5(6)1-2-8(13)10(9)14/h1-4H,NA
chem0777,PCN,NA,149864-81-3,149864813,C10H4Cl4,265.94,"1,2,3,8-Tetrachloronaphthalene","1,2,3,8-Tetrachloronaphthalene",NA,PCN 31,"1,2,3,8-tetraCN",UVMHXYSILPJXPK-UHFFFAOYSA-N,DTXSID60335269,DTXCID10286358,ClC1=CC=CC2=CC(Cl)=C(Cl)C(Cl)=C12,Clc1cc2cccc(c2c(c1Cl)Cl)Cl,InChI=1S/C10H4Cl4/c11-6-3-1-2-5-4-7(12)9(13)10(14)8(5)6/h1-4H,NA
chem0778,PCN,NA,149864-82-4,149864824,C10H4Cl4,265.94,"1,2,7,8-Tetrachloronaphthalene","1,2,7,8-Tetrachloronaphthalene",NA,PCN 41,"1,2,7,8-tetraCN",DARLUNVQYCQWRW-UHFFFAOYSA-N,DTXSID10164420,DTXCID6086911,ClC1=C(Cl)C2=C(C=C1)C=CC(Cl)=C2Cl,Clc1c(Cl)ccc2c1c(Cl)c(cc2)Cl,InChI=1S/C10H4Cl4/c11-6-3-1-5-2-4-7(12)10(14)8(5)9(6)13/h1-4H,NA
chem0779,PCN,NA,150205-21-3,150205213,C10H3Cl5,300.38,"1,2,3,7,8-Pentachloronaphthalene","1,2,3,7,8-Pentachloronaphthalene",NA,PCN 56,"1,2,3,7,8-pentaCN",BFRRJXVSQTZQHM-UHFFFAOYSA-N,DTXSID00164494,DTXCID4086985,ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C=C2C=C1,Clc1cc2ccc(c(c2c(c1Cl)Cl)Cl)Cl,InChI=1S/C10H3Cl5/c11-5-2-1-4-3-6(12)9(14)10(15)7(4)8(5)13/h1-3H,NA
chem0780,PCN,NA,150224-15-0,150224150,C10H4Cl4,265.94,"1,3,6,8-Tetrachloronaphthalene","1,3,6,8-Tetrachloronaphthalene",NA,PCN 45,"1,3,6,8-tetraCN",XXWQPOHDPJIYIN-UHFFFAOYSA-N,DTXSID40164498,DTXCID4086989,ClC1=CC2=CC(Cl)=CC(Cl)=C2C(Cl)=C1,Clc1cc(Cl)c2c(c1)cc(cc2Cl)Cl,InChI=1S/C10H4Cl4/c11-6-1-5-2-7(12)4-9(14)10(5)8(13)3-6/h1-4H,NA
chem0781,PCN,NA,150224-16-1,150224161,C10H3Cl5,300.38,"1,2,3,6,7-Pentachloronaphthalene","1,2,3,6,7-Pentachloronaphthalene",NA,PCN 54,"1,2,3,6,7-pentaCN",MKCASBPTHPJCDC-UHFFFAOYSA-N,DTXSID00164499,DTXCID3086990,ClC1=CC2=CC(Cl)=C(Cl)C=C2C(Cl)=C1Cl,Clc1cc2c(cc1Cl)cc(c(c2Cl)Cl)Cl,InChI=1S/C10H3Cl5/c11-6-1-4-2-8(13)10(15)9(14)5(4)3-7(6)12/h1-3H,NA
chem0421,PCN,NA,2437-54-9,2437549,C10H5Cl3,231.5,"1,4,6-Trichloronaphthalene","1,4,6-Trichloronaphthalene",NA,PCN 24,"1,4,6-triCN",RLTTZFDRZKJVKJ-UHFFFAOYSA-N,DTXSID50179114,DTXCID80101605,ClC1=CC2=C(Cl)C=CC(Cl)=C2C=C1,Clc1ccc2c(c1)c(Cl)ccc2Cl,InChI=1S/C10H5Cl3/c11-6-1-2-7-8(5-6)10(13)4-3-9(7)12/h1-5H,NA
chem1303,PAH,NA,145730-31-0,145730310,C16H9Cl,236.7,8-Chlorofluoranthene,NA,NA,8-ClFlt,NA,IVGPRQSZXKDUPG-UHFFFAOYSA-N,NA,NA,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)C=C(C=C4)Cl,Clc1ccc2c(c1)c1cccc3c1c2ccc3,NA,NA
chem0784,PCN,NA,150224-19-4,150224194,C10H3Cl5,300.38,"1,2,4,5,7-Pentachloronaphthalene","1,2,4,5,7-Pentachloronaphthalene",NA,PCN 58,"1,2,4,5,7-pentaCN",WYLDWCYZCFRVRH-UHFFFAOYSA-N,DTXSID70164502,DTXCID8086993,ClC1=CC2=C(C(Cl)=C1)C(Cl)=CC(Cl)=C2Cl,Clc1cc(Cl)c2c(c1)c(Cl)c(cc2Cl)Cl,InChI=1S/C10H3Cl5/c11-4-1-5-9(6(12)2-4)7(13)3-8(14)10(5)15/h1-3H,NA
chem0785,PCN,NA,150224-20-7,150224207,C10H3Cl5,300.38,"1,2,4,5,6-Pentachloronaphthalene","1,2,4,5,6-Pentachloronaphthalene",NA,PCN 57,"1,2,4,5,6-pentaCN",KPOZENRUJCHWOA-UHFFFAOYSA-N,DTXSID30164503,DTXCID3086994,ClC1=CC(Cl)=C(Cl)C2=C1C(Cl)=C(Cl)C=C2,Clc1cc(Cl)c2c(c1Cl)ccc(c2Cl)Cl,InChI=1S/C10H3Cl5/c11-5-2-1-4-8(10(5)15)6(12)3-7(13)9(4)14/h1-3H,NA
chem0786,PCN,NA,150224-21-8,150224218,C10H3Cl5,300.38,"1,2,4,7,8-Pentachloronaphthalene","1,2,4,7,8-Pentachloronaphthalene",NA,PCN 62,"1,2,4,7,8-PentaCN",LBCOXKFWBDTJTF-UHFFFAOYSA-N,DTXSID90164504,DTXCID8086995,ClC1=CC(Cl)=C(Cl)C2=C1C=CC(Cl)=C2Cl,Clc1ccc2c(c1Cl)c(Cl)c(cc2Cl)Cl,InChI=1S/C10H3Cl5/c11-5-2-1-4-6(12)3-7(13)10(15)8(4)9(5)14/h1-3H,NA
chem0787,PCN,NA,150224-22-9,150224229,C10H3Cl5,300.38,"1,2,4,6,8-Pentachloronaphthalene","1,2,4,6,8-Pentachloronaphthalene",NA,PCN 61,"1,2,4,6,8-PentaCN",HGSDQSUMXKHGTH-UHFFFAOYSA-N,DTXSID50164505,DTXCID3086996,ClC1=CC2=C(C(Cl)=C1)C(Cl)=C(Cl)C=C2Cl,Clc1cc(Cl)c2c(c1)c(Cl)cc(c2Cl)Cl,InChI=1S/C10H3Cl5/c11-4-1-5-6(12)3-8(14)10(15)9(5)7(13)2-4/h1-3H,NA
chem0788,PCN,NA,150224-23-0,150224230,C10H3Cl5,300.38,"1,2,3,6,8-Pentachloronaphthalene","1,2,3,6,8-Pentachloronaphthalene",NA,PCN 55,"1,2,3,6,8-pentaCN",NMAMEWIQKMFSSI-UHFFFAOYSA-N,DTXSID10164506,DTXCID8086997,ClC1=CC(Cl)=C2C(Cl)=C(Cl)C(Cl)=CC2=C1,Clc1cc(Cl)c2c(c1)cc(c(c2Cl)Cl)Cl,InChI=1S/C10H3Cl5/c11-5-1-4-2-7(13)9(14)10(15)8(4)6(12)3-5/h1-3H,NA
chem0789,PCN,NA,150224-25-2,150224252,C10H3Cl5,300.38,"1,2,4,5,8-Pentachloronaphthalene","1,2,4,5,8-Pentachloronaphthalene",NA,PCN 59,"1,2,4,5,8-pentaCN",FEIKEVSWLMYFFF-UHFFFAOYSA-N,DTXSID30164508,DTXCID8086999,ClC1=CC(Cl)=C(Cl)C2=C(Cl)C=CC(Cl)=C12,Clc1cc(Cl)c2c(c1Cl)c(Cl)ccc2Cl,InChI=1S/C10H3Cl5/c11-4-1-2-5(12)9-8(4)6(13)3-7(14)10(9)15/h1-3H,NA
chem0790,PBDE,NA,182677-28-7,182677287,C12H4Br6O,643.587,"2,2',3,3',4,4'-hexabromodiphenyl ether","1,1'-Oxybis(2,3,4-tribromobenzene)",NA,BDE 128,"2,2',3,3',4,4'-hexaBDE",WFLVELCLEGVBIH-UHFFFAOYSA-N,DTXSID60550652,DTXCID50501436,BrC1=C(Br)C(Br)=C(OC2=C(Br)C(Br)=C(Br)C=C2)C=C1,Brc1c(ccc(c1Br)Br)Oc1ccc(c(c1Br)Br)Br,InChI=1S/C12H4Br6O/c13-5-1-3-7(11(17)9(5)15)19-8-4-2-6(14)10(16)12(8)18/h1-4H,NA
chem0791,PBDE,NA,182677-30-1,182677301,C12H4Br6O,643.587,"2,2',3,4,4',5'-hexabromodiphenyl ether","1,2,3-Tribromo-4-(2,4,5-tribromophenoxy)benzene",NA,BDE 138,"2,2',3,4,4',5'-hexaBDE",IZFQCEZFGCMHOM-UHFFFAOYSA-N,DTXSID60872265,DTXCID50819866,BrC1=CC=C(OC2=CC(Br)=C(Br)C=C2Br)C(Br)=C1Br,Brc1cc(Br)c(cc1Oc1ccc(c(c1Br)Br)Br)Br,InChI=1S/C12H4Br6O/c13-5-1-2-9(12(18)11(5)17)19-10-4-7(15)6(14)3-8(10)16/h1-4H,NA
chem0792,PBDE,NA,189084-57-9,189084579,C12H6Br4O,485.795,"2,2',4,6'-tetrabromodiphenyl ether","1,3-Dibromo-2-(2,4-dibromophenoxy)benzene",NA,BDE 51,"2,2',4,6'-tetraBDE",WKBBBTLDLKYGBI-UHFFFAOYSA-N,DTXSID40616285,DTXCID80567040,BrC1=CC(Br)=C(OC2=C(Br)C=CC=C2Br)C=C1,Brc1ccc(c(c1)Br)Oc1c(Br)cccc1Br,InChI=1S/C12H6Br4O/c13-7-4-5-11(10(16)6-7)17-12-8(14)2-1-3-9(12)15/h1-6H,NA
chem0793,PBDE,NA,189084-58-0,189084580,C12H4Br6O,643.587,"2,3,4,4',5,6-hexabromodiphenyl ether","1,2,3,4,5-Pentabromo-6-(4-bromophenoxy)benzene",NA,BDE 166,"2,3,4,4',5,6-hexaBDE",KVYODBMKQYVNEK-UHFFFAOYSA-N,DTXSID50879965,DTXCID301017958,BrC1=CC=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C=C1,Brc1ccc(cc1)Oc1c(Br)c(Br)c(c(c1Br)Br)Br,InChI=1S/C12H4Br6O/c13-5-1-3-6(4-2-5)19-12-10(17)8(15)7(14)9(16)11(12)18/h1-4H,NA
chem0794,PBDE,NA,189084-62-6,189084626,C12H6Br4O,485.795,"2,3',4',6-tetrabromodiphenyl ether","1,3-Dibromo-2-(3,4-dibromophenoxy)benzene",NA,BDE 71,"2,3',4',6-tetraBDE",COPAGYRSCJVION-UHFFFAOYSA-N,DTXSID90873922,DTXCID601012107,BrC1=CC=CC(Br)=C1OC1=CC(Br)=C(Br)C=C1,Brc1cc(ccc1Br)Oc1c(Br)cccc1Br,InChI=1S/C12H6Br4O/c13-8-5-4-7(6-11(8)16)17-12-9(14)2-1-3-10(12)15/h1-6H,NA
chem0795,PBDE,NA,189084-65-9,189084659,C12H5Br5O,564.691,"2,3,4,5,6-pentabromodiphenyl ether","1,2,3,4,5-Pentabromo-6-phenoxybenzene",NA,BDE 116,"2,3,4,5,6-pentaBDE",ACRQLFSHISNWRY-UHFFFAOYSA-N,DTXSID80548894,DTXCID60499678,BrC1=C(Br)C(Br)=C(OC2=CC=CC=C2)C(Br)=C1Br,Brc1c(Oc2ccccc2)c(Br)c(c(c1Br)Br)Br,InChI=1S/C12H5Br5O/c13-7-8(14)10(16)12(11(17)9(7)15)18-6-4-2-1-3-5-6/h1-5H,NA
chem0796,PBDE,NA,189084-67-1,189084671,C12H3Br7O,722.483,"2,2',3,4,4',5,6-heptabromodiphenyl ether","1,2,3,4,5-Pentabromo-6-(2,4-dibromophenoxy)benzene",NA,BDE 181,"2,2',3,4,4',5,6-heptaBDE",GVNRIAPLVGNZPL-UHFFFAOYSA-N,DTXSID60583561,DTXCID10534326,BrC1=CC(Br)=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C=C1,Brc1ccc(c(c1)Br)Oc1c(Br)c(Br)c(c(c1Br)Br)Br,InChI=1S/C12H3Br7O/c13-4-1-2-6(5(14)3-4)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H,NA
chem0797,PBDE,NA,189084-68-2,189084682,C12H3Br7O,722.483,"2,3,3',4,4',5,6-heptabromodiphenyl ether","1,2,3,4,5-Pentabromo-6-(3,4-dibromophenoxy)benzene",NA,BDE 190,"2,3,3',4,4',5,6-heptaBDE",OUEYHQIMJGHOQN-UHFFFAOYSA-N,DTXSID80872267,DTXCID70819868,BrC1=CC=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C=C1Br,Brc1cc(ccc1Br)Oc1c(Br)c(Br)c(c(c1Br)Br)Br,InChI=1S/C12H3Br7O/c13-5-2-1-4(3-6(5)14)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H,NA
chem0798,PBDE,NA,218304-36-0,218304360,C12H7Br3O,406.899,"2,3,6-tribromodiphenyl ether","1,2,4-Tribromo-3-phenoxybenzene",NA,BDE 24,"2,3,6-triBDE",GFLRHBRMAZDOIG-UHFFFAOYSA-N,DTXSID00879859,DTXCID601017852,BrC1=C(Br)C(OC2=CC=CC=C2)=C(Br)C=C1,Brc1ccc(c(c1Oc1ccccc1)Br)Br,InChI=1S/C12H7Br3O/c13-9-6-7-10(14)12(11(9)15)16-8-4-2-1-3-5-8/h1-7H,NA
chem0799,PBDE,NA,243982-82-3,243982823,C12H6Br4O,485.795,"2,2',4,5'-tetrabromodiphenyl ether","1,4-Dibromo-2-(2,4-dibromophenoxy)benzene",NA,BDE 49,"2,2',4,5'-tetraBDE",QWVDUBDYUPHNHY-UHFFFAOYSA-N,DTXSID90873927,DTXCID701012112,BrC1=CC(Br)=C(OC2=C(Br)C=CC(Br)=C2)C=C1,Brc1ccc(c(c1)Br)Oc1cc(Br)ccc1Br,InChI=1S/C12H6Br4O/c13-7-2-4-11(10(16)5-7)17-12-6-8(14)1-3-9(12)15/h1-6H,NA
chem0800,PBDE,NA,243982-83-4,243982834,C12H4Br6O,643.587,"2,2',3,4,4',6'-hexabromodiphenyl ether","1,2,3-Tribromo-4-(2,4,6-tribromophenoxy)benzene",NA,BDE 140,"2,2',3,4,4',6'-hexaBDE",FLRODCDHJZNIGA-UHFFFAOYSA-N,DTXSID30879943,DTXCID701017936,BrC1=CC(Br)=C(OC2=C(Br)C(Br)=C(Br)C=C2)C(Br)=C1,Brc1cc(Br)c(c(c1)Br)Oc1ccc(c(c1Br)Br)Br,InChI=1S/C12H4Br6O/c13-5-3-7(15)12(8(16)4-5)19-9-2-1-6(14)10(17)11(9)18/h1-4H,NA
chem0801,PBDE,NA,259087-35-9,259087359,C12H3Br7O,722.483,"2,3,3',4,4',5,5'-heptabromodiphenyl ether","1,2,3,4-Tetrabromo-5-(3,4,5-tribromophenoxy)benzene",NA,BDE 189,"2,3,3',4,4',5,5'-heptaBDE",CQVLRTUESBMMJW-UHFFFAOYSA-N,DTXSID50879980,DTXCID001017973,BrC1=CC(OC2=CC(Br)=C(Br)C(Br)=C2Br)=CC(Br)=C1Br,Brc1cc(cc(c1Br)Br)Oc1cc(Br)c(c(c1Br)Br)Br,InChI=1S/C12H3Br7O/c13-5-1-4(2-6(14)9(5)16)20-8-3-7(15)10(17)12(19)11(8)18/h1-3H,NA
chem0802,PBDE,NA,327185-09-1,327185091,C12H6Br4O,485.795,"2,3',4,6-tetrabromodiphenyl ether","1,3,5-Tribromo-2-(3-bromophenoxy)benzene",NA,BDE 69,"2,3',4,6-tetraBDE",NHZNRCYNZJADTG-UHFFFAOYSA-N,DTXSID60879890,DTXCID101017883,BrC1=CC=CC(OC2=C(Br)C=C(Br)C=C2Br)=C1,Brc1cccc(c1)Oc1c(Br)cc(cc1Br)Br,InChI=1S/C12H6Br4O/c13-7-2-1-3-9(4-7)17-12-10(15)5-8(14)6-11(12)16/h1-6H,NA
chem0803,PBDE,NA,327185-13-7,327185137,C12H3Br7O,722.483,"2,2',3,3',4,4',5-heptabromodiphenyl ether","1,2,3,4-Tetrabromo-5-(2,3,4-tribromophenoxy)benzene",NA,BDE 170,"2,2',3,3',4,4',5-heptaBDE",DLPNCMQTNWLTHD-UHFFFAOYSA-N,DTXSID90879969,DTXCID701017962,BrC1=CC=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2)C(Br)=C1Br,Brc1c(Br)ccc(c1Br)Oc1cc(Br)c(c(c1Br)Br)Br,InChI=1S/C12H3Br7O/c13-4-1-2-6(10(17)8(4)15)20-7-3-5(14)9(16)12(19)11(7)18/h1-3H,NA
chem0804,PBDE,NA,337513-53-8,337513538,C12H7Br3O,406.899,"2,3',6-tribromodiphenyl ether","1,3-Dibromo-2-(3-bromophenoxy)benzene",NA,BDE 27,"2,3',6-triBDE",JUPZALSVNWJHII-UHFFFAOYSA-N,DTXSID20783707,DTXCID60734450,BrC1=CC=CC(OC2=C(Br)C=CC=C2Br)=C1,Brc1cccc(c1)Oc1c(Br)cccc1Br,InChI=1S/C12H7Br3O/c13-8-3-1-4-9(7-8)16-12-10(14)5-2-6-11(12)15/h1-7H,NA
chem0805,PBDE,NA,337513-54-9,337513549,C12H7Br3O,406.899,"3,4,5-tribromodiphenyl ether","1,2,3-Tribromo-5-phenoxybenzene",NA,BDE 38,"3,4,5-triBDE",DPGVQKLGQZZLMI-UHFFFAOYSA-N,DTXSID10879865,DTXCID801017858,BrC1=CC(OC2=CC=CC=C2)=CC(Br)=C1Br,Brc1cc(Oc2ccccc2)cc(c1Br)Br,InChI=1S/C12H7Br3O/c13-10-6-9(7-11(14)12(10)15)16-8-4-2-1-3-5-8/h1-7H,NA
chem0806,PBDE,NA,337513-55-0,337513550,C12H6Br4O,485.795,"2,2',4,5-tetrabromodiphenyl ether","1,2,4-Tribromo-5-(2-bromophenoxy)benzene",NA,BDE 48,"2,2',4,5-tetraBDE",FJGDNHOVDFREMP-UHFFFAOYSA-N,DTXSID40879873,DTXCID001017866,BrC1=CC(Br)=C(Br)C=C1OC1=C(Br)C=CC=C1,Brc1cc(Br)c(cc1Oc1ccccc1Br)Br,InChI=1S/C12H6Br4O/c13-7-3-1-2-4-11(7)17-12-6-9(15)8(14)5-10(12)16/h1-6H,NA
chem0807,PBDE,NA,337513-56-1,337513561,C12H7Br3O,406.899,"2,4,5-tribromodiphenyl ether","1,2,4-Tribromo-5-phenoxybenzene",NA,BDE 29,"2,4,5-triBDE",LTMKAFUXYKEDLR-UHFFFAOYSA-N,DTXSID10879860,DTXCID301017853,BrC1=CC(Br)=C(Br)C=C1OC1=CC=CC=C1,Brc1cc(Br)c(cc1Oc1ccccc1)Br,InChI=1S/C12H7Br3O/c13-9-6-11(15)12(7-10(9)14)16-8-4-2-1-3-5-8/h1-7H,NA
chem0808,PBDE,NA,337513-66-3,337513663,C12H8Br2O,328.003,"2,5-dibromodiphenyl ether","1,4-Dibromo-2-phenoxybenzene",NA,BDE 9,"2,5-diBDE",URDWJMUOJJSXAE-UHFFFAOYSA-N,DTXSID80879852,DTXCID101017845,BrC1=CC=C(Br)C(OC2=CC=CC=C2)=C1,Brc1ccc(c(c1)Oc1ccccc1)Br,InChI=1S/C12H8Br2O/c13-9-6-7-11(14)12(8-9)15-10-4-2-1-3-5-10/h1-8H,NA
chem0809,PBDE,NA,337513-68-5,337513685,C12H6Br4O,485.795,"2,2',3,4-tetrabromodiphenyl ether","1,2,3-Tribromo-4-(2-bromophenoxy)benzene",NA,BDE 41,"2,2',3,4-tetraBDE",UAEBSKBXZAIRMX-UHFFFAOYSA-N,DTXSID30879867,DTXCID801017860,BrC1=CC=CC=C1OC1=C(Br)C(Br)=C(Br)C=C1,Brc1ccccc1Oc1ccc(c(c1Br)Br)Br,InChI=1S/C12H6Br4O/c13-7-3-1-2-4-9(7)17-10-6-5-8(14)11(15)12(10)16/h1-6H,NA
chem0810,PBDE,NA,337513-72-1,337513721,C12H2Br8O,801.379,"2,2',3,4,4',5,5',6-octabromodiphenyl ether","1,2,3,4,5-Pentabromo-6-(2,4,5-tribromophenoxy)benzene",NA,BDE 203,"2,2',3,4,4',5,5',6-octaBDE",RTUZOQFRIPIWPS-UHFFFAOYSA-N,DTXSID7074749,DTXCID6038742,BrC1=CC(Br)=C(Br)C=C1OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,Brc1cc(Br)c(cc1Oc1c(Br)c(Br)c(c(c1Br)Br)Br)Br,InChI=1S/C12H2Br8O/c13-3-1-5(15)6(2-4(3)14)21-12-10(19)8(17)7(16)9(18)11(12)20/h1-2H,NA
chem0811,PBDE,NA,337513-75-4,337513754,C12H7Br3O,406.899,"2,3',5-tribromodiphenyl ether","1,4-Dibromo-2-(3-bromophenoxy)benzene",NA,BDE 26,"2,3',5-triBDE",VUOBKVBAFJQQDB-UHFFFAOYSA-N,DTXSID60783706,DTXCID50734449,BrC1=CC(OC2=CC(Br)=CC=C2)=C(Br)C=C1,Brc1cccc(c1)Oc1cc(Br)ccc1Br,InChI=1S/C12H7Br3O/c13-8-2-1-3-10(6-8)16-12-7-9(14)4-5-11(12)15/h1-7H,NA
chem0812,PBDE,NA,337513-77-6,337513776,C12H6Br4O,485.795,"2,2',3,3'-tetrabromodiphenyl ether","1,1'-Oxybis(2,3-dibromobenzene)",NA,BDE 40,"2,2',3,3'-tetraBDE",SXSUUFZWSVMTRL-UHFFFAOYSA-N,DTXSID70879866,DTXCID501017859,BrC1=CC=CC(OC2=CC=CC(Br)=C2Br)=C1Br,Brc1c(cccc1Br)Oc1cccc(c1Br)Br,InChI=1S/C12H6Br4O/c13-7-3-1-5-9(11(7)15)17-10-6-2-4-8(14)12(10)16/h1-6H,NA
chem0813,PBDE,NA,337513-82-3,337513823,C12H6Br4O,485.795,"2,3,3',5-tetrabromodiphenyl ether","1,2,5-Tribromo-3-(3-bromophenoxy)benzene",NA,BDE 57,"2,3,3',5-tetraBDE",CSIFWDKYUJLQEB-UHFFFAOYSA-N,DTXSID00879879,DTXCID801017872,BrC1=CC=CC(OC2=CC(Br)=CC(Br)=C2Br)=C1,Brc1cccc(c1)Oc1cc(Br)cc(c1Br)Br,InChI=1S/C12H6Br4O/c13-7-2-1-3-9(4-7)17-11-6-8(14)5-10(15)12(11)16/h1-6H,NA
chem0814,PBDE,NA,373594-78-6,373594786,C12H5Br5O,564.691,"2,3,3',4,4'-pentabromodiphenyl ether","1,2,3-Tribromo-4-(3,4-dibromophenoxy)benzene",NA,BDE 105,"2,3,3',4,4'-pentaBDE",LBPWAGZGYNOKAM-UHFFFAOYSA-N,DTXSID20879917,DTXCID301017910,BrC1=CC=C(OC2=CC(Br)=C(Br)C=C2)C(Br)=C1Br,Brc1ccc(cc1Br)Oc1ccc(c(c1Br)Br)Br,InChI=1S/C12H5Br5O/c13-7-2-1-6(5-9(7)15)18-10-4-3-8(14)11(16)12(10)17/h1-5H,NA
chem0815,PBDE,NA,405237-86-7,405237867,C12H3Br7O,722.483,"2,2',3,4,5,5',6-heptabromodiphenyl ether","1,2,3,4,5-Pentabromo-6-(2,5-dibromophenoxy)benzene",NA,BDE 185,"2,2',3,4,5,5',6-heptaBDE",YRNMIFAQDSUFTR-UHFFFAOYSA-N,DTXSID90785733,DTXCID80736476,BrC1=CC(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)=C(Br)C=C1,Brc1ccc(c(c1)Oc1c(Br)c(Br)c(c(c1Br)Br)Br)Br,InChI=1S/C12H3Br7O/c13-4-1-2-5(14)6(3-4)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H,NA
chem0816,PBDE,NA,407578-53-4,407578534,C12H3Br7O,722.483,"2,3,3',4,5,5',6-heptabromodiphenyl ether","1,2,3,4,5-Pentabromo-6-(3,5-dibromophenoxy)benzene",NA,BDE 192,"2,3,3',4,5,5',6-heptaBDE",ABLZOLAUBUSUHT-UHFFFAOYSA-N,DTXSID90785697,DTXCID70736440,BrC1=CC(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)=CC(Br)=C1,Brc1cc(cc(c1)Br)Oc1c(Br)c(Br)c(c(c1Br)Br)Br,InChI=1S/C12H3Br7O/c13-4-1-5(14)3-6(2-4)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H,NA
chem0817,PBDE,NA,407606-55-7,407606557,C12H7Br3O,406.899,"2,2',5-tribromodiphenyl ether","1,4-Dibromo-2-(2-bromophenoxy)benzene",NA,BDE 18,"2,2',5-triBDE",FAZLXBWRNJAGSV-UHFFFAOYSA-N,DTXSID40879853,DTXCID801017846,BrC1=CC(OC2=CC=CC=C2Br)=C(Br)C=C1,Brc1ccc(c(c1)Oc1ccccc1Br)Br,InChI=1S/C12H7Br3O/c13-8-5-6-10(15)12(7-8)16-11-4-2-1-3-9(11)14/h1-7H,NA
