id,Category,Ambiguity,Cas_No,CAS,Chemical_Formula,Molar_Mass,Chemical_Name,IUPAC_name,Alt_Chem_Name,Acronym,Alt_Acronym,INCHIKEY,DTXSID,DTXCID,SMILES,SMILES_CAN,INCHI_STRING,Note
chem0474,PCB,NA,34883-39-1,34883391,C12H8Cl2,223.1,"2,5-Dichlorobiphenyl","2,5-Dichloro-1,1'-biphenyl",NA,PCB 9,"2,5-DiCB",KKQWHYGECTYFIA-UHFFFAOYSA-N,DTXSID7073480,DTXCID0038918,ClC1=CC(=C(Cl)C=C1)C1=CC=CC=C1,Clc1ccc(c(c1)c1ccccc1)Cl,InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,NA
chem0475,PCB,NA,34883-41-5,34883415,C12H8Cl2,223.1,"3,5-Dichlorobiphenyl","3,5-Dichloro-1,1'-biphenyl",NA,PCB 14,"3,5-DiCB",QHZSDTDMQZPUKC-UHFFFAOYSA-N,DTXSID5074137,DTXCID5038919,ClC1=CC(=CC(Cl)=C1)C1=CC=CC=C1,Clc1cc(Cl)cc(c1)c1ccccc1,InChI=1S/C12H8Cl2/c13-11-6-10(7-12(14)8-11)9-4-2-1-3-5-9/h1-8H,NA
chem0476,PCB,NA,34883-43-7,34883437,C12H8Cl2,223.1,"2,4'-Dichlorobiphenyl","2,4'-Dichloro-1,1'-biphenyl",NA,PCB 8,"2,4'-DiCB",UFNIBRDIUNVOMX-UHFFFAOYSA-N,DTXSID0022511,DTXCID902511,ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1,Clc1ccc(cc1)c1ccccc1Cl,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,NA
chem0477,PCB,NA,35065-28-2,35065282,C12H4Cl6,360.86,"2,2',3,4,4',5'-Hexachlorobiphenyl","2,2',3,4,4',5'-Hexachloro-1,1'-biphenyl",NA,PCB 138,"2,2',3,4,4',5'-HexaCB",RPUMZMSNLZHIGZ-UHFFFAOYSA-N,DTXSID8038300,DTXCID6018300,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,NA
chem0478,PCB,NA,35065-29-3,35065293,C12H3Cl7,395.31,"2,2',3,4,4',5,5'-Heptachlorobiphenyl","2,2',3,4,4',5,5'-Heptachloro-1,1'-biphenyl",NA,PCB 180,"2,2',3,4,4',5,5'-HeptaCB",WBHQEUPUMONIKF-UHFFFAOYSA-N,DTXSID6038299,DTXCID4018299,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,NA
chem0479,PCB,NA,35065-30-6,35065306,C12H3Cl7,395.31,"2,2',3,3',4,4',5-Heptachlorobiphenyl","2,2',3,3',4,4',5-Heptachloro-1,1'-biphenyl",NA,PCB 170,"2,2',3,3',4,4',5-HeptaCB",RMPWIIKNWPVWNG-UHFFFAOYSA-N,DTXSID2073481,DTXCID8038938,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,Clc1c(Cl)ccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,NA
chem0480,PCB,NA,35693-92-6,35693926,C12H7Cl3,257.54,"2,4,6-Trichlorobiphenyl","2,4,6-Trichloro-1,1'-biphenyl",NA,PCB 30,"2,4,6-TriCB",MTLMVEWEYZFYTH-UHFFFAOYSA-N,DTXSID7073482,DTXCID9039076,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=CC=C1,Clc1cc(Cl)c(c(c1)Cl)c1ccccc1,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,NA
chem0481,PCB,NA,35694-04-3,35694043,C12H4Cl6,360.86,"2,2',3,3',5,5'-Hexachlorobiphenyl","2,2',3,3',5,5'-Hexachloro-1,1'-biphenyl",NA,PCB 133,"2,2',3,3',5,5'-HexaCB",AJKLKINFZLWHQE-UHFFFAOYSA-N,DTXSID4030045,DTXCID2010045,ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1,Clc1cc(Cl)c(c(c1)c1cc(Cl)cc(c1Cl)Cl)Cl,InChI=1S/C12H4Cl6/c13-5-1-7(11(17)9(15)3-5)8-2-6(14)4-10(16)12(8)18/h1-4H,NA
chem0482,PCB,NA,35694-06-5,35694065,C12H4Cl6,360.86,"2,2',3,4,4',5-Hexachlorobiphenyl","2,2',3,4,4',5-Hexachloro-1,1'-biphenyl",NA,PCB 137,"2,2',3,4,4',5-HexaCB",CKLLRBPBZLTGDJ-UHFFFAOYSA-N,DTXSID0074138,DTXCID4039077,ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,Clc1ccc(c(c1)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,InChI=1S/C12H4Cl6/c13-5-1-2-6(8(14)3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,NA
chem0483,PCB,NA,35694-08-7,35694087,C12H2Cl8,429.75,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl","2,2',3,3',4,4',5,5'-Octachloro-1,1'-biphenyl",NA,PCB 194,"2,2',3,3',4,4',5,5'-OctaCB",DTMRKGRREZAYAP-UHFFFAOYSA-N,DTXSID5074139,DTXCID9039078,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,Clc1cc(c(c(c1Cl)Cl)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,NA
chem0484,CDD,NA,35822-46-9,35822469,C12HCl7O2,425.29,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin","1,2,3,4,6,7,8-Heptachlorodibenzo[b,e][1,4]dioxin",NA,PCDD 73,"1,2,3,4,6,7,8-HeptaCDD",WCLNVRQZUKYVAI-UHFFFAOYSA-N,DTXSID1052034,DTXCID5032442,ClC1=C(Cl)C(Cl)=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1Cl)Cl)Cl,InChI=1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H,NA
chem0485,PBDE,NA,35854-94-5,35854945,C12H4Br6O,643.587,"2,2',4,4',6,6'-hexabromodiphenyl ether","1,1'-Oxybis(2,4,6-tribromobenzene)",NA,BDE 155,"2,2',4,4',6,6'-hexaBDE",HRSCBOSGEKXXSI-UHFFFAOYSA-N,DTXSID10873929,DTXCID101012114,BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1,Brc1cc(Br)cc(c1Oc1c(Br)cc(cc1Br)Br)Br,InChI=1S/C12H4Br6O/c13-5-1-7(15)11(8(16)2-5)19-12-9(17)3-6(14)4-10(12)18/h1-4H,NA
chem0486,PCB,NA,36559-22-5,36559225,C12H6Cl4,291.98,"2,2',3,4'-Tetrachlorobiphenyl","2,2',3,4'-Tetrachloro-1,1'-biphenyl",NA,PCB 42,"2,2',3,4'-TetraCB",ALFHIHDQSYXSGP-UHFFFAOYSA-N,DTXSID80873557,DTXCID1020223,ClC1=CC(Cl)=C(C=C1)C1=CC=CC(Cl)=C1Cl,Clc1ccc(c(c1)Cl)c1cccc(c1Cl)Cl,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(15)6-7)9-2-1-3-10(14)12(9)16/h1-6H,NA
chem0487,Alcohol,NA,36653-82-4,36653824,C16H34O,242.447,1-Hexadecanol,Hexadecan-1-ol,Hexadecyl alcohol,NA,NA,BXWNKGSJHAJOGX-UHFFFAOYSA-N,DTXSID4027991,DTXCID607991,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,"InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3",NA
chem0488,PCB,NA,37680-66-3,37680663,C12H7Cl3,257.54,"2,2',4-Trichlorobiphenyl","2,2',4-Trichloro-1,1'-biphenyl",NA,PCB 17,"2,2',4-TriCB",YKKYCYQDUUXNLN-UHFFFAOYSA-N,DTXSID1073492,DTXCID2039384,ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=CC=C1,Clc1ccc(c(c1)Cl)c1ccccc1Cl,InChI=1S/C12H7Cl3/c13-8-5-6-10(12(15)7-8)9-3-1-2-4-11(9)14/h1-7H,NA
chem0489,PCB,NA,37680-68-5,37680685,C12H7Cl3,257.54,"2,3',5'-Trichlorobiphenyl","2,3',5'-Trichloro-1,1'-biphenyl",NA,PCB 34,"2,3',5'-TriCB",GXVMAQACUOSFJF-UHFFFAOYSA-N,DTXSID4074140,DTXCID7039385,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C=CC=C1,Clc1cc(Cl)cc(c1)c1ccccc1Cl,InChI=1S/C12H7Cl3/c13-9-5-8(6-10(14)7-9)11-3-1-2-4-12(11)15/h1-7H,NA
chem0490,PCB,NA,37680-69-6,37680696,C12H7Cl3,257.54,"3,3',4-Trichlorobiphenyl","3,3',4-Trichloro-1,1'-biphenyl",NA,PCB 35,"3,3',4-TriCB",JHBVPKZLIBDTJR-UHFFFAOYSA-N,DTXSID60865879,DTXCID30814238,ClC1=CC=CC(=C1)C1=CC(Cl)=C(Cl)C=C1,Clc1cccc(c1)c1ccc(c(c1)Cl)Cl,InChI=1S/C12H7Cl3/c13-10-3-1-2-8(6-10)9-4-5-11(14)12(15)7-9/h1-7H,NA
chem0491,CDD,NA,38178-38-0,38178380,C12H6Cl2O2,253.08,"1,6-Dichlorodibenzo-p-dioxin","1,6-Dichlorodibenzo[b,e][1,4]dioxin",NA,PCDD 6,"1,6-DiCDD",MAWMBEVNJGEDAD-UHFFFAOYSA-N,DTXSID00959105,DTXCID201386994,ClC1=C2OC3=CC=CC(Cl)=C3OC2=CC=C1,Clc1cccc2c1Oc1cccc(c1O2)Cl,InChI=1S/C12H6Cl2O2/c13-7-3-1-5-9-11(7)16-10-6-2-4-8(14)12(10)15-9/h1-6H,NA
chem0492,PCB,NA,38379-99-6,38379996,C12H5Cl5,326.42,"2,2',3,5',6-Pentachlorobiphenyl","2,2',3,5',6-Pentachloro-1,1'-biphenyl",NA,PCB 95,"2,2',3,5',6-PentaCB",GXNNLIMMEXHBKV-UHFFFAOYSA-N,DTXSID3038301,DTXCID1018301,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC=C1Cl,Clc1ccc(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl,InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,NA
chem0493,PCB,NA,38380-01-7,38380017,C12H5Cl5,326.42,"2,2',4,4',5-Pentachlorobiphenyl","2,2',4,4',5-Pentachloro-1,1'-biphenyl",NA,PCB 99,"2,2',4,4',5-PentaCB",LMQJBFRGXHMNOX-UHFFFAOYSA-N,DTXSID1073496,DTXCID0039483,ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,Clc1ccc(c(c1)Cl)c1cc(Cl)c(cc1Cl)Cl,InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,NA
chem0494,PCB,NA,38380-02-8,38380028,C12H5Cl5,326.42,"2,2',3,4,5'-Pentachlorobiphenyl","2,2',3,4,5'-Pentachloro-1,1'-biphenyl",NA,PCB 87,"2,2',3,4,5'-PentaCB",OPKYDBFRKPQCBS-UHFFFAOYSA-N,DTXSID6073497,DTXCID5039484,ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,InChI=1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,NA
chem0495,PCB,NA,38380-03-9,38380039,C12H5Cl5,326.42,"2,3,3',4',6-Pentachlorobiphenyl","2,3,3',4',6-Pentachloro-1,1'-biphenyl",NA,PCB 110,"2,3,3',4',6-PentaCB",ARXHIJMGSIYYRZ-UHFFFAOYSA-N,DTXSID3038307,DTXCID1018307,ClC1=CC=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C=C1,Clc1cc(ccc1Cl)c1c(Cl)ccc(c1Cl)Cl,InChI=1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,NA
chem0496,PCB,NA,38380-04-0,38380040,C12H4Cl6,360.86,"2,2',3,4',5',6-Hexachlorobiphenyl","2,2',3,4',5',6-Hexachloro-1,1'-biphenyl",NA,PCB 149,"2,2',3,4',5',6-HexaCB",LKHLFUVHHXCNJH-UHFFFAOYSA-N,DTXSID1073498,DTXCID0039485,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,NA
chem0497,PCB,NA,38380-05-1,38380051,C12H4Cl6,360.86,"2,2',3,3',4,6'-Hexachlorobiphenyl","2,2',3,3',4,6'-Hexachloro-1,1'-biphenyl",NA,PCB 132,"2,2',3,3',4,6'-HexaCB",OKBJVIVEFXPEOU-UHFFFAOYSA-N,DTXSID9074141,DTXCID5039486,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,Clc1ccc(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,InChI=1S/C12H4Cl6/c13-6-3-4-7(14)11(17)9(6)5-1-2-8(15)12(18)10(5)16/h1-4H,NA
chem0498,PCB,NA,38380-07-3,38380073,C12H4Cl6,360.86,"2,2',3,3',4,4'-Hexachlorobiphenyl","2,2',3,3',4,4'-Hexachloro-1,1'-biphenyl",NA,PCB 128,"2,2',3,3',4,4'-HexaCB",BTAGRXWGMYTPBY-UHFFFAOYSA-N,DTXSID50858932,DTXCID40101,ClC1=C(Cl)C(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl,InChI=1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,NA
chem0499,PCB,NA,38380-08-4,38380084,C12H4Cl6,360.86,"2,3,3',4,4',5-Hexachlorobiphenyl","2,3,3',4,4',5-Hexachloro-1,1'-biphenyl",NA,PCB 156,"2,3,3',4,4',5-HexaCB",LCXMEXLGMKFLQO-UHFFFAOYSA-N,DTXSID0052706,DTXCID9031301,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1,Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,NA
chem0500,PCB,NA,38411-22-2,38411222,C12H4Cl6,360.86,"2,2',3,3',6,6'-Hexachlorobiphenyl","2,2',3,3',6,6'-Hexachloro-1,1'-biphenyl",NA,PCB 136,"2,2',3,3',6,6'-HexaCB",FZFUUSROAHKTTF-UHFFFAOYSA-N,DTXSID6073499,DTXCID9039490,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC=C1Cl,Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,NA
chem0501,PCB,NA,38411-25-5,38411255,C12H3Cl7,395.31,"2,2',3,3',4,5,6'-Heptachlorobiphenyl","2,2',3,3',4,5,6'-Heptachloro-1,1'-biphenyl",NA,PCB 174,"2,2',3,3',4,5,6'-HeptaCB",ZDLMBNHYTPHDLF-UHFFFAOYSA-N,DTXSID4074142,DTXCID4039491,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,Clc1c(Cl)cc(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,NA
chem0502,PCB,NA,38444-73-4,38444734,C12H7Cl3,257.54,"2,2',6-Trichlorobiphenyl","2,2',6-Trichloro-1,1'-biphenyl",NA,PCB 19,"2,2',6-TriCB",MVXIJRBBCDLNLX-UHFFFAOYSA-N,DTXSID9074777,DTXCID6039502,ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1,Clc1cccc(c1c1ccccc1Cl)Cl,InChI=1S/C12H7Cl3/c13-9-5-2-1-4-8(9)12-10(14)6-3-7-11(12)15/h1-7H,NA
chem0503,PCB,NA,38444-76-7,38444767,C12H7Cl3,257.54,"2,3',6-Trichlorobiphenyl","2,3',6-Trichloro-1,1'-biphenyl",NA,PCB 27,"2,3',6-TriCB",VQOFJPFYTCHPTR-UHFFFAOYSA-N,DTXSID9074143,DTXCID1039503,ClC1=CC=CC(=C1)C1=C(Cl)C=CC=C1Cl,Clc1cccc(c1)c1c(Cl)cccc1Cl,InChI=1S/C12H7Cl3/c13-9-4-1-3-8(7-9)12-10(14)5-2-6-11(12)15/h1-7H,NA
chem0504,PCB,NA,38444-77-8,38444778,C12H7Cl3,257.54,"2,4',6-Trichlorobiphenyl","2,4',6-Trichloro-1,1'-biphenyl",NA,PCB 32,"2,4',6-TriCB",IHIDFKLAWYPTKB-UHFFFAOYSA-N,DTXSID8073500,DTXCID6039504,ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1Cl,Clc1cccc(c1c1ccc(cc1)Cl)Cl,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)12-10(14)2-1-3-11(12)15/h1-7H,NA
chem0505,PCB,NA,38444-78-9,38444789,C12H7Cl3,257.54,"2,2',3-Trichlorobiphenyl","2,2',3-Trichloro-1,1'-biphenyl",NA,PCB 16,"2,2',3-TriCB",XVIZMMSINIOIQP-UHFFFAOYSA-N,DTXSID3073501,DTXCID1039505,ClC1=CC=CC(=C1Cl)C1=C(Cl)C=CC=C1,Clc1ccccc1c1cccc(c1Cl)Cl,InChI=1S/C12H7Cl3/c13-10-6-2-1-4-8(10)9-5-3-7-11(14)12(9)15/h1-7H,NA
chem0506,PCB,NA,38444-81-4,38444814,C12H7Cl3,257.54,"2,3',5-Trichlorobiphenyl","2,3',5-Trichloro-1,1'-biphenyl",NA,PCB 26,"2,3',5-TriCB",ONNCPBRWFSKDMQ-UHFFFAOYSA-N,DTXSID4074778,DTXCID6039506,ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=CC=C1,Clc1ccc(c(c1)c1cccc(c1)Cl)Cl,InChI=1S/C12H7Cl3/c13-9-3-1-2-8(6-9)11-7-10(14)4-5-12(11)15/h1-7H,NA
chem0507,PCB,NA,38444-84-7,38444847,C12H7Cl3,257.54,"2,3,3'-Trichlorobiphenyl","2,3,3'-Trichloro-1,1'-biphenyl",NA,PCB 20,"2,3,3'-TriCB",SXHLTVKPNQVZGL-UHFFFAOYSA-N,DTXSID8073502,DTXCID1039507,ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=CC=C1,Clc1cccc(c1)c1cccc(c1Cl)Cl,InChI=1S/C12H7Cl3/c13-9-4-1-3-8(7-9)10-5-2-6-11(14)12(10)15/h1-7H,NA
chem0508,PCB,NA,38444-85-8,38444858,C12H7Cl3,257.54,"2,3,4'-Trichlorobiphenyl","2,3,4'-Trichloro-1,1'-biphenyl",NA,PCB 22,"2,3,4'-TriCB",ZMHWQAHZKUPENF-UHFFFAOYSA-N,DTXSID7091549,DTXCID9065231,ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=CC=C1,Clc1ccc(cc1)c1cccc(c1Cl)Cl,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)10-2-1-3-11(14)12(10)15/h1-7H,NA
chem0509,PCB,NA,38444-86-9,38444869,C12H7Cl3,257.54,"2,3',4'-Trichlorobiphenyl","2,3',4'-Trichloro-1,1'-biphenyl","2',3,4-Trichlorobiphenyl",PCB 33,"2,3',4'-TriCB",RIMXLXBUOQMDHV-UHFFFAOYSA-N,DTXSID8040303,DTXCID6020303,ClC1=C(Cl)C=C(C=C1)C1=C(Cl)C=CC=C1,Clc1cc(ccc1Cl)c1ccccc1Cl,InChI=1S/C12H7Cl3/c13-10-4-2-1-3-9(10)8-5-6-11(14)12(15)7-8/h1-7H,NA
chem0510,PCB,NA,38444-87-0,38444870,C12H7Cl3,257.54,"3,3',5-Trichlorobiphenyl","3,3',5-Trichloro-1,1'-biphenyl",NA,PCB 36,"3,3',5-TriCB",RIBGNAJQTOXRDK-UHFFFAOYSA-N,DTXSID50858937,DTXCID503883,ClC1=CC(=CC=C1)C1=CC(Cl)=CC(Cl)=C1,Clc1cccc(c1)c1cc(Cl)cc(c1)Cl,InChI=1S/C12H7Cl3/c13-10-3-1-2-8(4-10)9-5-11(14)7-12(15)6-9/h1-7H,NA
chem0511,PCB,NA,38444-88-1,38444881,C12H7Cl3,257.54,"3,4',5-Trichlorobiphenyl","3,4',5-Trichloro-1,1'-biphenyl",NA,PCB 39,"3,4',5-TriCB",SYSBNFJJSJLZMM-UHFFFAOYSA-N,DTXSID40865913,DTXCID20814267,ClC1=CC=C(C=C1)C1=CC(Cl)=CC(Cl)=C1,Clc1ccc(cc1)c1cc(Cl)cc(c1)Cl,InChI=1S/C12H7Cl3/c13-10-3-1-8(2-4-10)9-5-11(14)7-12(15)6-9/h1-7H,NA
chem0512,PCB,NA,38444-90-5,38444905,C12H7Cl3,257.54,"3,4,4'-Trichlorobiphenyl","3,4,4'-Trichloro-1,1'-biphenyl",NA,PCB 37,"3,4,4'-TriCB",YZANRISAORXTHU-UHFFFAOYSA-N,DTXSID00865914,DTXCID80814268,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1,Clc1ccc(cc1)c1ccc(c(c1)Cl)Cl,InChI=1S/C12H7Cl3/c13-10-4-1-8(2-5-10)9-3-6-11(14)12(15)7-9/h1-7H,NA
chem0513,PCB,NA,38444-93-8,38444938,C12H6Cl4,291.98,"2,2',3,3'-Tetrachlorobiphenyl","2,2',3,3'-Tetrachloro-1,1'-biphenyl",NA,PCB 40,"2,2',3,3'-TetraCB",VTLYHLREPCPDKX-UHFFFAOYSA-N,DTXSID3073503,DTXCID6039508,ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC=C1,Clc1c(Cl)cccc1c1cccc(c1Cl)Cl,InChI=1S/C12H6Cl4/c13-9-5-1-3-7(11(9)15)8-4-2-6-10(14)12(8)16/h1-6H,NA
chem0514,PBDE,NA,38463-82-0,38463820,C12H5Br5O,564.691,"2,2',3',4,6-pentabromodiphenyl ether","1,3,5-Tribromo-2-(2,3-dibromophenoxy)benzene","2,2',3,4',6'-pentabromodiphenyl ether",BDE 98,"2,2',3',4,6-pentaBDE",OCLWEJVGAUFXQU-UHFFFAOYSA-N,DTXSID10855048,DTXCID50805789,BrC1=CC(Br)=C(OC2=C(Br)C(Br)=CC=C2)C(Br)=C1,Brc1cc(Br)c(c(c1)Br)Oc1cccc(c1Br)Br,InChI=1S/C12H5Br5O/c13-6-4-8(15)12(9(16)5-6)18-10-3-1-2-7(14)11(10)17/h1-5H,NA
chem0515,CDD,NA,38964-22-6,38964226,C12H6Cl2O2,253.08,"2,8-Dichlorodibenzo-p-dioxin","2,8-Dichlorodibenzo[b,e][1,4]dioxin",NA,PCDD 12,"2,8-DiCDD",WMWJCKBJUQDYLM-UHFFFAOYSA-N,NA,NA,Clc1ccc2c(c1)Oc1c(O2)ccc(c1)Cl,Clc1ccc2c(c1)Oc1c(O2)ccc(c1)Cl,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-12-6-8(14)2-4-10(12)15-9/h1-6H,QSAR SMILES from obabel
chem0516,CDF,NA,39001-02-0,39001020,C12Cl8O,443.73,Octachlorodibenzofuran,"1,2,3,4,6,7,8,9-Octachlorodibenzo[b,d]furan",NA,PCDF 135,OCDF,RHIROFAGUQOFLU-UHFFFAOYSA-N,DTXSID3052062,DTXCID4030629,ClC1=C2OC3=C(C2=C(Cl)C(Cl)=C1Cl)C(Cl)=C(Cl)C(Cl)=C3Cl,Clc1c(Cl)c(Cl)c2c(c1Cl)oc1c2c(Cl)c(c(c1Cl)Cl)Cl,InChI=1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,NA
chem0517,CDD,NA,39227-28-6,39227286,C12H2Cl6O2,390.85,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin","1,2,3,4,7,8-Hexachlorodibenzo[b,e][1,4]dioxin",NA,PCDD 66,"1,2,3,4,7,8-HexaCDD",WCYYQNSQJHPVMG-UHFFFAOYSA-N,DTXSID8052067,DTXCID3030634,ClC1=C(Cl)C=C2OC3=C(OC2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl,Clc1cc2Oc3c(Oc2cc1Cl)c(Cl)c(c(c3Cl)Cl)Cl,InChI=1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,NA
chem0518,CDD,NA,39227-53-7,39227537,C12H7ClO2,218.64,1-Chlorodibenzo-p-dioxin,"1-Chlorodibenzo[b,e][1,4]dioxin",NA,PCDD 1,1-CDD,VGGGRWRBGXENKI-UHFFFAOYSA-N,DTXSID80872020,DTXCID10819625,ClC1=CC=CC2=C1OC1=CC=CC=C1O2,Clc1cccc2c1Oc1ccccc1O2,InChI=1S/C12H7ClO2/c13-8-4-3-7-11-12(8)15-10-6-2-1-5-9(10)14-11/h1-7H,NA
chem0519,CDD,NA,39227-54-8,39227548,C12H7ClO2,218.64,2-Chlorodibenzo-p-dioxin,"2-Chlorodibenzo[b,e][1,4]dioxin",NA,PCDD 2,2-CDD,GIUGGRUEPHPVNR-UHFFFAOYSA-N,DTXSID90192488,DTXCID00114979,ClC1=CC2=C(OC3=CC=CC=C3O2)C=C1,Clc1ccc2c(c1)Oc1c(O2)cccc1,InChI=1S/C12H7ClO2/c13-8-5-6-11-12(7-8)15-10-4-2-1-3-9(10)14-11/h1-7H,NA
